"Date/Time","Lat","Lon"
"2014-06-05 06:25:00",40.7371,-74.0401
"2014-06-05 06:25:00",40.6928,-73.998
"2014-06-05 06:26:00",40.6449,-73.7822
"2014-06-05 06:26:00",40.724,-73.9821
"2014-06-05 06:26:00",40.7263,-73.9455
"2014-06-05 06:26:00",40.877,-73.8654
"2014-06-05 06:26:00",40.7399,-73.9989
"2014-06-05 06:26:00",40.7264,-73.9562
"2014-06-05 06:26:00",40.7316,-73.818
"2014-06-05 06:27:00",40.7325,-73.9763
"2014-06-05 06:27:00",40.7114,-73.9677
"2014-06-05 06:27:00",40.6448,-73.7824
"2014-06-05 06:27:00",40.7374,-73.9901
"2014-06-05 06:28:00",40.7505,-73.9854
"2014-06-05 06:28:00",40.7358,-73.9793
"2014-06-05 06:28:00",40.7631,-73.981
"2014-06-05 06:28:00",40.7367,-74.0012
"2014-06-05 06:29:00",40.7213,-74.0015
"2014-06-05 06:29:00",40.7234,-73.9911
"2014-06-05 06:29:00",40.6818,-74.0018
"2014-06-05 06:29:00",40.7335,-73.978
"2014-06-05 06:29:00",40.6937,-73.9825
"2014-06-05 06:30:00",40.7291,-73.9539
"2014-06-05 06:30:00",40.7291,-73.9539
"2014-06-05 06:30:00",40.7482,-74.0055
"2014-06-05 06:30:00",40.7401,-73.9905
"2014-06-05 06:30:00",40.7418,-73.9937
"2014-06-05 06:30:00",40.7489,-73.9817
"2014-06-05 06:30:00",40.7248,-73.9062
"2014-06-05 06:30:00",40.7201,-74.0091
"2014-06-05 06:30:00",40.7758,-73.9587
"2014-06-05 06:31:00",40.7624,-73.9883
"2014-06-05 06:31:00",40.731,-73.995
"2014-06-05 06:32:00",40.7806,-73.9463
"2014-06-05 06:32:00",40.7547,-73.8871
"2014-06-05 06:32:00",40.7723,-73.9664
"2014-06-05 06:32:00",40.7329,-73.9813
"2014-06-05 06:32:00",40.7376,-74.0048
"2014-06-05 06:32:00",40.6935,-73.9799
"2014-06-05 06:32:00",40.7238,-74.0107
"2014-06-05 06:32:00",40.6314,-73.935
"2014-06-05 06:32:00",40.7441,-74.0052
"2014-06-05 06:32:00",40.6917,-73.9843
"2014-06-05 06:33:00",40.7263,-73.9834
"2014-06-05 06:33:00",40.715,-74.0116
"2014-06-05 06:33:00",40.7289,-73.9847
"2014-06-05 06:33:00",40.7699,-73.9508
"2014-06-05 06:33:00",40.733,-73.9962
"2014-06-05 06:33:00",40.7338,-73.977
"2014-06-05 06:34:00",40.7481,-73.9807
"2014-06-05 06:34:00",40.7447,-73.9716
"2014-06-05 06:34:00",40.7222,-73.989
"2014-06-05 06:35:00",40.7645,-73.9833
"2014-06-05 06:35:00",40.7229,-73.85
"2014-06-05 06:35:00",40.7486,-73.9784
"2014-06-05 06:35:00",40.7257,-73.9999
"2014-06-05 06:35:00",40.7409,-73.9957
"2014-06-05 06:35:00",40.7213,-74.0026
"2014-06-05 06:35:00",40.7448,-73.9931
"2014-06-05 06:36:00",40.7277,-73.9963
"2014-06-05 06:36:00",40.7833,-73.9747
"2014-06-05 06:36:00",40.7649,-73.9784
"2014-06-05 06:36:00",40.7761,-73.9609
"2014-06-05 06:36:00",40.7423,-73.9972
"2014-06-05 06:37:00",40.7388,-73.9877
"2014-06-05 06:37:00",40.7236,-73.9489
"2014-06-05 06:37:00",40.7789,-73.9556
"2014-06-05 06:37:00",40.7254,-74.0034
"2014-06-05 06:37:00",40.8344,-73.9397
"2014-06-05 06:37:00",40.7911,-73.9774
"2014-06-05 06:37:00",40.7439,-73.9758
"2014-06-05 06:38:00",40.6685,-73.9745
"2014-06-05 06:38:00",40.7288,-73.9926
"2014-06-05 06:38:00",40.7245,-73.9916
"2014-06-05 06:38:00",40.7651,-73.9726
"2014-06-05 06:38:00",40.6928,-73.9549
"2014-06-05 06:38:00",40.7735,-73.9575
"2014-06-05 06:38:00",40.7375,-74.0082
"2014-06-05 06:39:00",40.7742,-73.9889
"2014-06-05 06:39:00",40.7513,-73.9762
"2014-06-05 06:39:00",40.7742,-73.9889
"2014-06-05 06:39:00",40.7664,-73.9696
"2014-06-05 06:39:00",40.7648,-73.9626
"2014-06-05 06:39:00",40.7774,-73.9596
"2014-06-05 06:39:00",40.779,-73.9559
"2014-06-05 06:39:00",40.7528,-73.9713
"2014-06-05 06:39:00",40.7175,-73.9521
"2014-06-05 06:39:00",40.7681,-73.9586
"2014-06-05 06:40:00",40.7236,-73.9795
"2014-06-05 06:40:00",40.7389,-74.0091
"2014-06-05 06:40:00",40.7938,-73.9742
"2014-06-05 06:40:00",40.7278,-73.9912
"2014-06-05 06:40:00",40.7488,-73.9793
"2014-06-05 06:41:00",40.7377,-74.0082
"2014-06-05 06:41:00",40.7726,-73.9609
"2014-06-05 06:41:00",40.7117,-73.9539
"2014-06-05 06:42:00",40.7321,-74.0022
"2014-06-05 06:42:00",40.7062,-74.0102
"2014-06-05 06:42:00",40.7975,-73.9609
"2014-06-05 06:42:00",40.7724,-73.9497
"2014-06-05 06:42:00",40.78,-73.9589
"2014-06-05 06:43:00",40.779,-73.9787
"2014-06-05 06:43:00",40.7408,-73.98
"2014-06-05 06:43:00",40.7772,-73.9864
"2014-06-05 06:43:00",40.7608,-73.9994
"2014-06-05 06:43:00",40.7608,-73.9994
"2014-06-05 06:43:00",40.6942,-73.968
"2014-06-05 06:43:00",40.7388,-74.0073
"2014-06-05 06:43:00",40.7667,-73.9653
"2014-06-05 06:44:00",40.6785,-73.9681
"2014-06-05 06:44:00",40.7734,-73.9496
"2014-06-05 06:44:00",40.6857,-73.9838
"2014-06-05 06:44:00",40.7397,-74.0001
"2014-06-05 06:44:00",40.6531,-73.9561
"2014-06-05 06:44:00",40.7548,-74.0256
"2014-06-05 06:45:00",40.7454,-73.9946
"2014-06-05 06:45:00",40.7112,-74.0058
"2014-06-05 06:45:00",40.7239,-73.9783
"2014-06-05 06:45:00",40.7809,-73.9495
"2014-06-05 06:45:00",40.7809,-73.9495
"2014-06-05 06:46:00",40.7922,-73.9738
"2014-06-05 06:46:00",40.7876,-73.9746
"2014-06-05 06:46:00",40.7922,-73.9738
"2014-06-05 06:46:00",40.7458,-73.9996
"2014-06-05 06:46:00",40.7457,-73.9798
"2014-06-05 06:46:00",40.7457,-73.9798
"2014-06-05 06:46:00",40.6952,-74.1797
"2014-06-05 06:46:00",40.7442,-74.0053
"2014-06-05 06:46:00",40.7116,-73.9572
"2014-06-05 06:46:00",40.776,-73.9555
"2014-06-05 06:46:00",40.7336,-73.9763
"2014-06-05 06:47:00",40.7279,-73.9822
"2014-06-05 06:47:00",40.6927,-73.9737
"2014-06-05 06:47:00",40.7413,-73.9978
"2014-06-05 06:47:00",40.6942,-73.9874
"2014-06-05 06:47:00",40.7771,-73.9521
"2014-06-05 06:47:00",40.7404,-73.9918
"2014-06-05 06:48:00",40.7707,-73.9606
"2014-06-05 06:48:00",40.6617,-73.9865
"2014-06-05 06:48:00",40.7753,-73.95
"2014-06-05 06:48:00",40.9784,-73.7435
"2014-06-05 06:48:00",40.7305,-74.0098
"2014-06-05 06:48:00",40.7431,-73.9804
"2014-06-05 06:48:00",40.6448,-73.7825
"2014-06-05 06:48:00",40.6448,-73.7825
"2014-06-05 06:48:00",40.7922,-73.966
"2014-06-05 06:49:00",40.7029,-73.93
"2014-06-05 06:49:00",40.7186,-73.9881
"2014-06-05 06:49:00",40.6771,-73.9442
"2014-06-05 06:49:00",40.7552,-73.9656
"2014-06-05 06:49:00",40.6484,-73.7824
"2014-06-05 06:49:00",40.6607,-73.9907
"2014-06-05 06:49:00",40.7642,-73.9786
"2014-06-05 06:49:00",40.7595,-73.9957
"2014-06-05 06:49:00",40.7092,-73.9691
"2014-06-05 06:50:00",40.7722,-73.9524
"2014-06-05 06:50:00",40.7242,-73.9962
"2014-06-05 06:51:00",40.7158,-74.0064
"2014-06-05 06:51:00",40.7247,-74.0008
"2014-06-05 06:51:00",40.7262,-73.984
"2014-06-05 06:52:00",40.7778,-73.9635
"2014-06-05 06:52:00",40.7526,-73.9673
"2014-06-05 06:52:00",40.721,-74.0042
"2014-06-05 06:53:00",40.7847,-73.9541
